0	0	1	1
1	0	3	1
2	0	36	1
3	0	33	1
4	0	9	1
5	0	35	1
6	1	6	1
7	2	41	1
8	2	42	1
9	2	3	1
10	2	50	1
11	4	5	1
12	4	7	1
13	5	8	1
14	5	6	1
15	6	14	1
16	6	7	1
17	9	17	1
18	10	29	1
19	10	22	1
20	11	12	1
21	11	20	1
22	12	24	1
23	13	16	1
24	13	33	1
25	13	34	1
26	13	26	1
27	14	18	1
28	14	23	1
29	14	15	1
30	15	16	1
31	16	17	1
32	16	36	1
33	18	19	1
34	19	20	1
35	21	22	1
36	23	24	1
37	23	26	1
38	23	28	1
39	23	31	1
40	25	26	1
41	25	28	1
42	27	28	1
43	27	30	1
44	29	32	1
45	29	37	1
46	29	30	1
47	31	33	1
48	32	33	1
49	32	38	1
50	32	47	1
51	34	35	1
52	37	45	1
53	38	39	1
54	39	40	1
55	39	48	1
56	41	50	1
57	43	49	1
58	43	44	1
59	44	45	1
60	45	46	1
61	46	47	1
62	47	48	1
63	48	49	1
