0	0	33	1
1	0	34	1
2	0	4	1
3	0	6	1
4	0	1	1
5	1	6	1
6	2	32	1
7	2	34	1
8	2	13	1
9	2	14	1
10	3	34	1
11	3	4	1
12	4	31	1
13	5	8	1
14	5	31	1
15	6	7	1
16	7	27	1
17	8	35	1
18	9	26	1
19	9	15	1
20	9	31	1
21	10	11	1
22	10	19	1
23	11	18	1
24	12	13	1
25	12	23	1
26	15	31	1
27	16	33	1
28	16	17	1
29	17	18	1
30	19	42	1
31	20	32	1
32	20	21	1
33	20	22	1
34	22	31	1
35	23	33	1
36	24	32	1
37	25	27	1
38	26	27	1
39	26	28	1
40	27	28	1
41	27	31	1
42	29	32	1
43	30	32	1
44	30	31	1
45	31	32	1
46	32	37	1
47	32	38	1
48	32	39	1
49	32	40	1
50	33	42	1
51	35	36	1
52	36	37	1
53	38	39	1
54	40	41	1
55	41	42	1
