0	0	50	1
1	0	35	1
2	0	38	1
3	1	24	1
4	1	61	1
5	1	15	1
6	2	40	1
7	2	42	1
8	2	61	1
9	3	35	1
10	3	36	1
11	3	69	1
12	4	40	1
13	5	40	1
14	6	12	1
15	7	40	1
16	8	14	1
17	8	30	1
18	8	39	1
19	9	29	1
20	10	40	1
21	11	40	1
22	12	22	1
23	12	15	1
24	13	24	1
25	14	42	1
26	16	17	1
27	17	40	1
28	17	42	1
29	17	41	1
30	18	49	1
31	18	60	1
32	18	62	1
33	19	63	1
34	19	20	1
35	19	47	1
36	20	34	1
37	20	51	1
38	21	25	1
39	21	22	1
40	21	70	1
41	22	25	1
42	22	34	1
43	23	26	1
44	23	43	1
45	23	29	1
46	24	29	1
47	26	29	1
48	27	40	1
49	28	62	1
50	28	55	1
51	29	48	1
52	29	50	1
53	29	31	1
54	30	35	1
55	31	48	1
56	32	63	1
57	33	42	1
58	33	46	1
59	35	70	1
60	36	70	1
61	37	50	1
62	37	38	1
63	39	50	1
64	40	41	1
65	42	45	1
66	43	44	1
67	43	45	1
68	44	46	1
69	47	55	1
70	47	63	1
71	49	60	1
72	49	66	1
73	50	65	1
74	50	54	1
75	50	56	1
76	51	55	1
77	52	64	1
78	53	60	1
79	57	64	1
80	58	64	1
81	59	64	1
82	64	72	1
83	65	73	1
84	65	70	1
85	66	69	1
86	67	68	1
87	67	69	1
88	68	70	1
89	69	70	1
90	70	71	1
91	72	73	1
