0	0	3	1
1	0	11	1
2	0	62	1
3	1	33	1
4	1	34	1
5	1	6	1
6	1	6	1
7	1	7	1
8	2	58	1
9	2	58	1
10	2	3	1
11	2	6	1
12	2	6	1
13	3	64	1
14	3	64	1
15	3	8	1
16	3	27	1
17	3	29	1
18	4	5	1
19	4	7	1
20	5	6	1
21	6	35	1
22	6	10	1
23	6	50	1
24	6	18	1
25	6	18	1
26	6	18	1
27	6	51	1
28	6	51	1
29	6	58	1
30	8	26	1
31	8	29	1
32	9	29	1
33	10	11	1
34	11	51	1
35	11	51	1
36	11	50	1
37	11	55	1
38	12	61	1
39	13	61	1
40	14	62	1
41	15	62	1
42	16	17	1
43	16	25	1
44	17	39	1
45	18	51	1
46	18	52	1
47	18	52	1
48	19	51	1
49	20	51	1
50	21	51	1
51	22	52	1
52	23	52	1
53	23	52	1
54	24	52	1
55	25	62	1
56	28	52	1
57	30	67	1
58	31	67	1
59	32	51	1
60	33	52	1
61	36	50	1
62	37	50	1
63	38	41	1
64	38	39	1
65	40	41	1
66	40	61	1
67	42	61	1
68	43	61	1
69	44	61	1
70	45	61	1
71	46	51	1
72	47	51	1
73	48	50	1
74	49	50	1
75	51	54	1
76	51	52	1
77	51	52	1
78	51	53	1
79	52	57	1
80	56	65	1
81	56	60	1
82	58	60	1
83	58	60	1
84	59	60	1
85	60	66	1
86	60	61	1
87	60	62	1
88	60	62	1
89	60	63	1
90	61	62	1
91	62	67	1
