0	0	1	1
1	0	10	1
2	0	99	1
3	0	99	1
4	2	144	1
5	2	51	1
6	3	144	1
7	3	144	1
8	4	8	1
9	4	5	1
10	5	144	1
11	5	11	1
12	6	11	1
13	6	7	1
14	7	144	1
15	8	13	1
16	9	13	1
17	9	13	1
18	10	97	1
19	10	97	1
20	10	98	1
21	10	98	1
22	10	101	1
23	10	11	1
24	10	13	1
25	12	141	1
26	12	30	1
27	13	119	1
28	14	17	1
29	14	141	1
30	15	18	1
31	15	19	1
32	15	132	1
33	16	51	1
34	16	60	1
35	17	136	1
36	17	134	1
37	17	133	1
38	17	133	1
39	17	143	1
40	18	142	1
41	19	49	1
42	20	23	1
43	21	81	1
44	22	23	1
45	23	151	1
46	23	151	1
47	24	81	1
48	25	81	1
49	26	81	1
50	27	81	1
51	28	140	1
52	28	29	1
53	30	118	1
54	30	119	1
55	31	119	1
56	31	119	1
57	32	33	1
58	32	35	1
59	33	74	1
60	33	38	1
61	34	119	1
62	34	119	1
63	35	74	1
64	36	73	1
65	36	39	1
66	37	73	1
67	38	74	1
68	39	124	1
69	40	142	1
70	41	142	1
71	42	142	1
72	43	142	1
73	44	142	1
74	45	49	1
75	46	142	1
76	47	142	1
77	48	49	1
78	49	129	1
79	50	56	1
80	50	58	1
81	50	51	1
82	50	52	1
83	50	53	1
84	51	136	1
85	51	53	1
86	51	92	1
87	51	127	1
88	51	127	1
89	53	92	1
90	54	139	1
91	54	140	1
92	54	55	1
93	55	140	1
94	56	57	1
95	56	57	1
96	56	59	1
97	58	59	1
98	60	128	1
99	60	144	1
100	61	81	1
101	62	115	1
102	62	140	1
103	62	94	1
104	63	125	1
105	63	126	1
106	64	72	1
107	64	126	1
108	65	152	1
109	66	152	1
110	66	68	1
111	67	152	1
112	68	81	1
113	68	108	1
114	69	152	1
115	70	152	1
116	71	152	1
117	72	152	1
118	73	120	1
119	73	117	1
120	74	117	1
121	74	125	1
122	75	140	1
123	75	150	1
124	76	140	1
125	76	77	1
126	77	150	1
127	78	115	1
128	78	94	1
129	78	142	1
130	79	137	1
131	79	122	1
132	79	84	1
133	80	137	1
134	80	151	1
135	81	107	1
136	81	93	1
137	82	123	1
138	82	138	1
139	82	83	1
140	82	84	1
141	85	123	1
142	86	121	1
143	86	122	1
144	86	151	1
145	87	152	1
146	88	152	1
147	89	152	1
148	90	138	1
149	91	140	1
150	91	150	1
151	95	107	1
152	96	152	1
153	97	100	1
154	97	100	1
155	98	101	1
156	99	102	1
157	99	102	1
158	101	104	1
159	101	104	1
160	103	152	1
161	105	106	1
162	105	108	1
163	106	152	1
164	107	111	1
165	109	112	1
166	109	152	1
167	110	152	1
168	111	112	1
169	113	152	1
170	114	152	1
171	115	139	1
172	116	142	1
173	117	118	1
174	118	139	1
175	121	148	1
176	123	145	1
177	123	139	1
178	123	124	1
179	129	131	1
180	130	143	1
181	131	143	1
182	132	143	1
183	134	135	1
184	135	136	1
185	138	152	1
186	139	146	1
187	139	149	1
188	140	142	1
189	146	147	1
190	148	149	1
