0	0	35	1
1	0	3	1
2	1	33	1
3	1	2	1
4	1	3	1
5	1	6	1
6	1	7	1
7	1	20	1
8	2	22	1
9	3	35	1
10	3	30	1
11	4	16	1
12	4	5	1
13	4	31	1
14	5	8	1
15	5	28	1
16	5	41	1
17	6	7	1
18	7	32	1
19	7	35	1
20	7	39	1
21	7	41	1
22	7	23	1
23	7	29	1
24	7	30	1
25	8	9	1
26	8	27	1
27	8	28	1
28	9	27	1
29	9	29	1
30	10	34	1
31	11	34	1
32	12	23	1
33	13	23	1
34	14	23	1
35	15	23	1
36	17	34	1
37	18	34	1
38	19	34	1
39	21	34	1
40	22	37	1
41	22	26	1
42	22	38	1
43	22	31	1
44	23	40	1
45	24	25	1
46	24	30	1
47	25	37	1
48	26	31	1
49	28	29	1
50	29	30	1
51	30	32	1
52	30	37	1
53	31	33	1
54	31	34	1
55	31	37	1
56	34	35	1
57	34	36	1
58	34	37	1
59	35	37	1
60	36	37	1
61	37	38	1
62	39	40	1
