0	0	3	1
1	0	7	1
2	1	6	1
3	1	71	1
4	2	65	1
5	2	3	1
6	4	10	1
7	4	7	1
8	5	43	1
9	5	7	1
10	7	42	1
11	7	45	1
12	7	55	1
13	7	28	1
14	7	62	1
15	8	48	1
16	8	9	1
17	9	29	1
18	9	38	1
19	10	51	1
20	11	51	1
21	12	13	1
22	12	14	1
23	13	31	1
24	14	15	1
25	15	33	1
26	15	46	1
27	16	17	1
28	16	25	1
29	17	41	1
30	17	21	1
31	18	49	1
32	19	20	1
33	20	21	1
34	22	23	1
35	23	24	1
36	23	25	1
37	25	34	1
38	26	33	1
39	27	51	1
40	27	54	1
41	29	30	1
42	29	39	1
43	31	48	1
44	32	36	1
45	32	37	1
46	32	63	1
47	33	40	1
48	33	61	1
49	34	35	1
50	34	36	1
51	36	39	1
52	41	49	1
53	43	47	1
54	44	61	1
55	47	61	1
56	49	50	1
57	50	56	1
58	52	66	1
59	52	59	1
60	52	53	1
61	53	54	1
62	56	57	1
63	57	58	1
64	58	59	1
65	60	69	1
66	64	65	1
67	64	73	1
68	67	68	1
69	67	70	1
70	69	72	1
71	69	70	1
72	70	71	1
73	72	73	1
