0	0	14	1
1	1	17	1
2	2	128	1
3	2	3	1
4	3	125	1
5	4	16	1
6	4	5	1
7	5	6	1
8	6	7	1
9	7	8	1
10	8	9	1
11	9	14	1
12	10	16	1
13	10	46	1
14	11	98	1
15	11	100	1
16	11	95	1
17	12	117	1
18	13	147	1
19	14	94	1
20	15	131	1
21	15	125	1
22	16	95	1
23	17	132	1
24	17	94	1
25	18	41	1
26	18	103	1
27	19	59	1
28	19	142	1
29	20	80	1
30	20	133	1
31	20	134	1
32	20	141	1
33	20	144	1
34	20	81	1
35	21	26	1
36	21	23	1
37	22	142	1
38	22	23	1
39	24	81	1
40	24	27	1
41	24	25	1
42	25	89	1
43	25	50	1
44	26	27	1
45	27	144	1
46	28	142	1
47	28	54	1
48	29	51	1
49	29	139	1
50	29	142	1
51	30	126	1
52	31	72	1
53	31	62	1
54	32	129	1
55	32	35	1
56	33	129	1
57	33	61	1
58	34	72	1
59	34	73	1
60	35	73	1
61	36	75	1
62	36	39	1
63	37	122	1
64	37	75	1
65	38	76	1
66	38	77	1
67	39	70	1
68	40	64	1
69	40	65	1
70	40	66	1
71	40	63	1
72	41	98	1
73	41	101	1
74	41	104	1
75	41	105	1
76	41	106	1
77	41	44	1
78	41	47	1
79	42	43	1
80	42	148	1
81	43	137	1
82	44	48	1
83	44	45	1
84	45	48	1
85	45	128	1
86	49	128	1
87	49	127	1
88	50	57	1
89	51	117	1
90	51	140	1
91	51	87	1
92	52	143	1
93	52	53	1
94	52	55	1
95	53	58	1
96	54	55	1
97	56	57	1
98	56	59	1
99	58	142	1
100	58	117	1
101	60	130	1
102	61	130	1
103	61	62	1
104	62	131	1
105	64	65	1
106	64	126	1
107	66	102	1
108	67	107	1
109	67	102	1
110	68	130	1
111	68	83	1
112	69	130	1
113	70	120	1
114	70	125	1
115	70	118	1
116	70	77	1
117	71	88	1
118	71	129	1
119	72	123	1
120	74	112	1
121	74	145	1
122	76	122	1
123	77	116	1
124	78	129	1
125	78	85	1
126	79	80	1
127	79	81	1
128	79	86	1
129	81	82	1
130	82	85	1
131	83	130	1
132	83	84	1
133	84	130	1
134	86	129	1
135	87	112	1
136	87	145	1
137	87	117	1
138	88	89	1
139	90	140	1
140	90	111	1
141	91	92	1
142	91	109	1
143	92	94	1
144	93	96	1
145	93	100	1
146	93	94	1
147	94	99	1
148	95	96	1
149	97	100	1
150	97	103	1
151	99	103	1
152	101	102	1
153	103	106	1
154	105	108	1
155	107	108	1
156	107	110	1
157	109	110	1
158	110	121	1
159	111	112	1
160	112	145	1
161	112	135	1
162	113	120	1
163	113	116	1
164	114	120	1
165	114	130	1
166	114	115	1
167	115	116	1
168	116	121	1
169	118	119	1
170	119	120	1
171	120	130	1
172	123	131	1
173	123	124	1
174	124	131	1
175	124	141	1
176	125	132	1
177	125	131	1
178	126	127	1
179	130	131	1
180	133	148	1
181	133	141	1
182	134	141	1
183	135	136	1
184	135	146	1
185	136	147	1
186	137	138	1
187	138	140	1
188	139	144	1
189	140	144	1
190	144	148	1
191	145	146	1
192	146	147	1
