0	0	1	1
1	0	2	1
2	1	2	1
3	1	6	1
4	1	8	1
5	1	22	1
6	1	28	1
7	1	29	1
8	1	31	1
9	2	3	1
10	2	19	1
11	2	21	1
12	2	27	1
13	2	28	1
14	3	27	1
15	4	8	1
16	4	5	1
17	4	15	1
18	5	15	1
19	6	7	1
20	7	17	1
21	7	21	1
22	7	30	1
23	7	15	1
24	8	9	1
25	8	21	1
26	8	25	1
27	8	28	1
28	9	25	1
29	9	28	1
30	10	11	1
31	10	12	1
32	10	13	1
33	10	14	1
34	10	17	1
35	10	25	1
36	10	27	1
37	11	16	1
38	11	17	1
39	11	12	1
40	11	13	1
41	13	16	1
42	13	22	1
43	13	23	1
44	13	24	1
45	13	25	1
46	13	27	1
47	13	28	1
48	14	16	1
49	15	28	1
50	15	29	1
51	16	17	1
52	16	23	1
53	17	22	1
54	17	27	1
55	17	28	1
56	18	25	1
57	18	27	1
58	18	20	1
59	19	20	1
60	20	21	1
61	22	33	1
62	22	23	1
63	22	27	1
64	23	24	1
65	23	25	1
66	24	25	1
67	25	28	1
68	26	27	1
69	26	35	1
70	27	33	1
71	27	35	1
72	30	31	1
73	32	33	1
74	32	34	1
75	34	35	1
