0	0	11	1
1	0	50	1
2	0	3	1
3	0	6	1
4	1	3	1
5	1	6	1
6	1	7	1
7	1	45	1
8	1	18	1
9	1	19	1
10	1	20	1
11	1	21	1
12	1	61	1
13	2	61	1
14	3	5	1
15	3	5	1
16	3	10	1
17	3	48	1
18	3	61	1
19	4	7	1
20	4	6	1
21	4	22	1
22	4	23	1
23	5	49	1
24	6	10	1
25	6	46	1
26	6	51	1
27	6	52	1
28	6	60	1
29	8	45	1
30	9	45	1
31	10	53	1
32	10	54	1
33	10	47	1
34	12	19	1
35	13	19	1
36	14	19	1
37	15	19	1
38	16	17	1
39	16	18	1
40	16	59	1
41	16	38	1
42	16	25	1
43	18	40	1
44	18	37	1
45	18	39	1
46	19	43	1
47	19	45	1
48	19	20	1
49	19	25	1
50	19	28	1
51	19	29	1
52	19	30	1
53	20	42	1
54	20	44	1
55	20	41	1
56	24	25	1
57	24	34	1
58	24	45	1
59	25	32	1
60	25	33	1
61	25	45	1
62	25	31	1
63	26	45	1
64	27	45	1
65	35	45	1
66	36	45	1
67	45	62	1
68	55	60	1
69	56	59	1
70	57	61	1
71	58	59	1
72	58	61	1
73	59	64	1
74	59	65	1
75	59	60	1
76	60	61	1
77	60	63	1
