0	0	1	1
1	0	3	1
2	0	4	1
3	2	39	1
4	3	39	1
5	4	5	1
6	4	6	1
7	4	45	1
8	4	13	1
9	4	21	1
10	4	22	1
11	4	25	1
12	5	8	1
13	6	9	1
14	6	7	1
15	7	20	1
16	8	9	1
17	9	33	1
18	9	34	1
19	9	10	1
20	9	11	1
21	9	13	1
22	9	14	1
23	9	45	1
24	9	23	1
25	9	25	1
26	9	27	1
27	9	31	1
28	12	13	1
29	12	14	1
30	13	33	1
31	13	43	1
32	13	45	1
33	13	14	1
34	13	25	1
35	13	27	1
36	13	31	1
37	14	37	1
38	14	15	1
39	14	18	1
40	15	17	1
41	15	18	1
42	16	33	1
43	16	17	1
44	17	18	1
45	18	19	1
46	18	33	1
47	20	21	1
48	20	39	1
49	21	24	1
50	21	23	1
51	21	48	1
52	24	25	1
53	25	33	1
54	25	43	1
55	25	45	1
56	25	48	1
57	25	26	1
58	25	27	1
59	26	28	1
60	27	43	1
61	27	45	1
62	27	47	1
63	27	28	1
64	29	41	1
65	30	43	1
66	31	32	1
67	31	36	1
68	31	38	1
69	31	45	1
70	32	37	1
71	32	47	1
72	33	34	1
73	35	45	1
74	37	38	1
75	39	40	1
76	39	41	1
77	41	42	1
78	42	43	1
79	43	44	1
80	43	45	1
81	44	45	1
82	45	46	1
83	46	47	1
